unique ID,query_text,category
335,Following are the steps of an input. Rearrange them and answer the questions that follow. (A) metal offer arrange blue kite (B) arrange blue kite metal offer (C) kite metal offer arrange blue (D) offer arrange blue kite metal (E) kite metal blue offer arrange ,academic_non_servable
336,what is the solution of 5 + 0,academic_servable
337,Doki Oki,junk
338,"Ahhhh...just woken up!had a bad dream about u tho,so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.",junk
339,Arrange the Like Fractions in Ascending Order,academic_servable
340,Send me formal letter,conversational
341,sir this also my querry,conversational
342,Reciprocal of a Fraction,academic_servable
343,Discovery of Metals,academic_servable
344," Apply the formula for binomial distribution is PX=r=nCrprqn - r, where p is the probability of success on any trial, q is the probability of failure, n is number of trials, r is the number of successes, it can take the values 0,1,2,3,...n. Total number of balls=5 + 7 + 8=20 Here, n=4 Probability of success=Probability of getting a white ball=p=520. ⇒p=520=14 So, q=1 - p=1 - 14=34 Here, r=0 We know that, P(X=r)=Cnr×pr×qn - r Now, PX=0=C0×4140×344 =3444=81256 Therefore, the probability that none is white is81256. ",academic_non_servable
345,Maximum Capacity: Hotel Giant,junk
346,School Bus Travel Rules,academic_servable
347,Dont put your phone on silent mode ok,junk
348, Absorption and Assimilation of Carbohydrates,general
349,inglish book pdf,general
350,is Let Us Try 2.4 S1. Solve for x . (a) 9 x 5 = 2 x − 1 1 A(b) 5 ( x + 2 ) 5 = 6 ( x − 2 ) 4 (c) 3 ( 2 x − 9 ) − 4 ( 3 x + 4 ) = 2 ( x − 12 ) + 3 7 (d) 3 x − 8 2 x − 11 = 3 x + 11 2 x + 8 fe) 4 x + 9 3 x + 11 = 4 x + 3 3 x + 2 (f) x + 3 x + 4 = x + 5 x + 8 A1. The ratio of an angle and its compleme Find the angles. Challenger Solve for the unknown value,academic_non_servable
351,Pollution Control,academic_servable
352,What will come in place of the question mark (?) in the following questions?,academic_non_servable
353,General Properties of Alkaline Earth Metal Elements,academic_servable
354,Features of 2's Complement Representation,academic_servable
355,what is ibps so law officer (scale i) prelims,general
356,Mat bhejiye,conversational
357,Opposite Arc,academic_servable
358,rama,general
359,Sabre Wulf,junk
360,Draw a neat diagram of a reflex arc and identify the following four parts : (a)sensory nerves (b) nerve center (c) passive nerve (d) factor,academic_servable
361,ICN Principles,academic_servable
362,103 neet score,general
363,Metals And Non-metals Test - 5,general
364,Ib,general
365,Study the following table to answer the questions that are given below it. Expenditures of a company (in Rs. lakh) per annum over the given years. Item of Expenditure/ year Salary Fuel and Transport Bonus Interest on Loans Taxes 1998 288 98 3.00 23.4 83 1999 342 112 2.52 32.5 108 2000 324 101 3.84 41.6 74 2001 336 133 3.68 36.4 88 2002 420 142 3.96 49.4 98 ,academic_non_servable
366,Poonam's Day Out Test - 2,general
367,Retting of Jute,academic_servable
368,16. A body under the action of a force F → = 6 i ^ − 8 j ^ N acquires an acceleration of 5 m s − 2 . The mass of the body is (a) 2 k g (b) 5 k g (c) 4 k g (d) 6 k g ,academic_servable
369,Cross Bridges,academic_servable
370,Fibonacci Series,academic_servable
371,Circulatory System,academic_servable
372,Embibe Big Book for Social Science for Jammu and Kashmir Board Class 6,general
373,Can you provide some additional information on erotic,junk
374,California Speed,junk
375,"-27, 27/8, _, 9/8, 27/32, 27/40, 9/16",academic_servable
376,Specification of two electric heaters are given below: Heater A Heater B Resistance - 690 Ω Working voltage - 230 V Resistance - 460 Ω Working voltage - 230 V ,academic_non_servable
377," 537 + 449 - 235=5 + 4 - 2 + 37 + 49 - 35 Calculating the fractional part: First we need to find the LCM of denominators to convert to equivalent fractions. 37,9,537,3,557,1,577,1,1 Therefore, their LCM is 3×3×5×7=315. Converting to like fractions, we get 3×457×45=135315;4×359×35=140135; 3×635×63=189315 Hence, the final working is as follows:7 + 135 + 140 - 189315=7 + 275 - 189315=786315 Hence, the required answer is 786315 ",academic_non_servable
378,Can I join IIT Hyderabad by clearing ts eamcet,general
379,Dynasty Warriors Next,junk
380,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+ ,junk
381,Methane as a Greenhouse Gas,academic_servable
382,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss.",junk
383,The Rise of Nationalism in Europe Test - 2,general
384,What are uses of coins,general
385,Sensitivity of Potentiometer,academic_servable
386,Foods We Eat Test - 2,general
387,Motion in a Vertical Circle,general
388," Given: 3549 To convert the given rational number into its standard form, divide the numerator and the denominator by their H.C.F. Then, the H.C.F. of 35 and 49 is 7. So, dividing the numerator and the denominator by 7, we get 35÷749÷7=57 Hence, the standard form of 3549 is 57. ",academic_non_servable
389,Number of Line of Symmetry,academic_servable
390," Given, z=5 - 2i and w= - 1 + 3i Then, zw=5 - 2i - 1 + 3i = - 5 + 15i + 2i - 6i2 = - 5 + 15i + 2i - 6 - 1 = - 5 + 17i + 6 =1 + 17i Hence, zw=1 + 17i=a + bi (given) Then, a + b=1 + 17=18 ",academic_non_servable
391,"I guss this song is one of my worst fears in life, to be with someone who abusive towered me and live with him.... ﻿",conversational
392,Life In Water Test - 1,general
393,TimeShift,junk
394,ARR birthday today:) i wish him to get more oscar.,conversational
395," Given arithmetic expression is, 8 + 66÷34 of 44 + 9 In this expression 'of' is involved, so we will use the ODMAS rule. Here, O stands for of, D stands for Division, M stands for Multiplication, A for addition, and S for subtraction. ODMAS gives the order of operations performed. 8 + 66÷34 of 44 + 9 =8 + 66÷33 + 9 ( of : 34of 44=34×44=33 ) =8 + 2 + 9 (Division: 66÷33=2 ) =19 (Addition: 8 + 2 + 9=19) Hence, the value of expression 8 + 66÷34 of 44 + 9 is 19. ",academic_non_servable
396,Bomberman Land Touch! 2,junk
397,The Ahoms in Medieval India,academic_servable
398,"I'm searching for some answers about ruski,",junk
399,Sir actually my question is what is question and question is answered,conversational
400," The fusible compounds formed by the union of flux and the impurities (gangue) present in the ore especially when it is the waste product of an operation is termed as slag. That is, Slag = Flux + Gangue. ",academic_non_servable
401, The discarded things which are thrown away and are no longer needed by us are called garbage. It is the non - liquid waste generated from households and commercial places. ,academic_non_servable
402,I'm searching for some answers about Border Flooding Technique of Irrigation,academic_servable
403,Virtua Fighter Kids,junk
404," Factorizing an expression is to write it as a product of its factors. We have, 2xp2 + q2 + 4yp2 + q2 The common factor in both the terms is 2p2 + q2. Taking the common factor, we get: 2xp2 + q2 + 4yp2 + q2=2p2 + q2(x + 2y) Hence, the given expression can be factorized as: 2p2 + q2(x + 2y). Comparing with the given term, we get: m=2. ",academic_non_servable
405,Embibe Big Book for Mental Ability for JNV Selection Test Class-VI,general
406,Evaluate: 0.0072÷0.06. ,academic_servable
407,Perineal Glands,academic_servable
408,Biotic Factors of Freshwater Ecosystem,academic_servable
409,upsssc,general
410," The small, grey insects that are mainly nuisance pests are silverfish. They can cause property damage by chewing holes in clothes. We must protect our clothes from such types of insects. ",academic_non_servable
411," Given, 32×34×38=3k As the base value is same, we can simplify the given expression as, 32×34×38=3(2 + 4 + 8)=314 ∵am×an=a(m + n) Hence, k=14. ",academic_non_servable
412,When to register for cs,general
413,Ball Breakers,junk
414,Isotopic Effect,academic_servable
415,general science,general
416,HTTP://THEPIRATEBAY.SE/TORRENT/6381501/TIMOTHY_SYKES_COLLECTION﻿,junk
417," Given, The amount saved by Gunjan =₹ 560 The cost of the wristwatch is =₹ 289 The amount of money left after buying the watch =₹ 560 - ₹ 289 Thus, HTO41510560 - 289271 Her sister gifted her ₹ 210. So, the total money Gunjan has now =₹ 271 + ₹ 210 Thus, HTO271 + 210481 Hence, the total amount of money Gunjan has is ₹ 481. ",academic_non_servable
418,What should come in place of the question mark (?) in the following series ?,academic_non_servable
419,Bio-geo Chemical Cycle,academic_servable
420," Given that, the trigonometric function is 3secx - 4=0 ⇒3secx=4 ⇒secx=43 We know that, secθ=1cosθ. ⇒cosx=34 ⇒x=41.4° (Calculator) or x=360° - 41.4°=318.6° On comparing with the given data b - a where a<b is 318.6° - 41.4°=277.2° ",academic_non_servable
421," We will find value of k. Probability distribution is given by We know that ∑pi=1. ∴ Px=0 + Px=1 + Px=2=1 k + 2k + 3k=1⇒6k=1⇒k=16=ab Hence, a + b=7 ",academic_non_servable
422,science textbook for class v____,general
423," Faces of a die are (S)={1,2,3,4,5,6} n(S)=6 Event of throwing an even number A={2,4,6}, n(A)=3 ∴ Probability of throwing an even number P(E) = Number of favourable outcomesTotal number of outcomes = n(E)n(S) P(A)=n(A)n(S)=36=12 Hence, the required probability is 12. ",academic_non_servable
424,"34, 28, _, 16, 10, 4, -2",academic_servable
425,"The following questions is followed by three statements A, B and C. You have to decide which statement is/are sufficient to answer the question and choose the choices given below accordingly.",academic_non_servable
426,Skate City Heroes,junk
427,"Recovery of Debts Due to Banks and Financial Institutions Act, 1993 (DRT Act)",academic_servable
428,Blazing Angels: Squadrons of WWII,junk
429,do you like it?,conversational
430,(ii) − 6 34 9 + 8 3 18 ,academic_servable
431,rpet,general
432,What is the formula for osmotic pressure,academic_servable
433,"A ball is thrown from ground at an angle θ with horizontal and with an initial speed u 0 . For the resulting projectile motion, the magnitude of average velocity of the ball up to the point when it hits the ground for the first time is V 1 . After hitting the ground, the ball rebounds at the same angle θ but with a reduced speed of u 0 / α . Its motion continues for a long time as shown in figure. If the magnitude of average velocity of the ball for entire duration of motion is 0.8 V 1 , the value of α is",academic_servable
434,gst slab rates,general
435,Hoo,junk
436,A trader marks his goods at 40 % above the cost price and allows a discount of 25 % . What is his gain per cent?,academic_servable
437,ansar me,conversational
438,Correlation and Regression Test - 2,general
439,NSO Science Olympiad Workbook Grade 6,general
440,1. If the coefficient of r th term and ( r + 1 ) P term in the expansion of ( 1 + x ) 20 are in the ratio 1 − 2 . then ir is aqual to (1) 6 (2) 7 (3) 8 (4) 9,academic_servable
441,ROUGH,academic_servable
442,Financial Constraints,academic_servable
443,CONSUMER,academic_servable
444,Timber of Sound,academic_servable
445,"Could you share some of your knowledge on twats,",junk
446,"29. A ladder of length l and mass m is placed against a smooth vertical wall, but the ground is not smooth. Coefficient of friction between the ground and the ladder is μ . The minimum angle θ with horizontal at which the ladder will stay in equilibrium is: (A) θ = tan − 1 ( μ ) (B) θ = tan − 1 ( 2 μ ) (C) θ = tan − 1 ( μ 2 ) (D) None of these",academic_servable
